x,y,label
7.718759644683339,3.0927445953753088,1
5.819176020291928,2.040688165350841,1
-2.9726153158652124,8.548556374628065,0
-2.496195731174843,10.467820205355638,0
5.186976217398139,1.7709770315068378,1
3.24131126240896,2.536138920631303,1
-1.3663748085377296,9.766219160885095,0
6.793061293739658,1.2058221210526825,1
-2.1779341916491863,9.98983125532068,0
-2.5040841664102893,8.779698994823175,0
3.335409335723248,2.6428422327707706,1
-2.4636257831489363,8.362685780592505,0
4.387310684834941,0.7253865019758825,1
-1.686652710949561,7.793442478227299,0
4.631906194911484,3.453113822830758,1
4.168840530609779,2.2052196212983683,1
-2.4449176039572875,7.936541350269016,0
-1.5458214938084285,9.42706705513482,0
-0.36525353372742453,9.648205150516333,0
-2.3360166972015683,9.399603507927159,0
5.452740955067061,2.602798525864344,1
6.604603969144491,2.008433235912461,1
5.351493714316991,0.8485275921028628,1
4.645122535946284,2.020150277705474,1
3.319645629207459,3.8046284497950857,1
4.109377688617574,1.3973514432960519,1
-2.9698363940125376,10.071408354417237,0
-2.8244668676930957,9.773255348691588,0
3.81765844066167,2.2168568954326444,1
-1.9223405292524798,11.2047417540083,0
6.1910308117506245,2.0888443182335905,1
-1.7181656760097033,8.104898673403582,0
-2.035959998479205,8.94145721554145,0
3.4566203235623263,-0.06606249381936857,1
3.81438163943559,1.6517838422877387,1
-2.185113653657955,8.629203847782005,0
5.566056383759743,3.8825863244108625,1
-2.5862993324668544,9.355438103014965,0
-2.147802017544336,10.55232269466429,0
-2.45098890460675,7.871315830367698,0
-3.837383671951181,9.211147364067445,0
-3.5220287433871738,9.328533460793595,0
4.950786401826106,3.448525900890284,1
4.621365700235711,1.6845110450205936,1
3.9933059519855747,0.891621680326337,1
-2.8519121395795195,8.212008858976702,0
-3.186119623358709,9.62596241703919,0
4.884845407336824,1.4662265085696022,1
-2.2493148288043265,9.796108999975631,0
-3.3017183614854506,8.899549686731422,0
3.7129483646500185,1.913644327878932,1
4.964045188716543,1.8430266295730475,1
-3.189222344631241,9.246539825359324,0
4.73687480122082,2.5683267093776454,1
6.7006267611100885,3.7285105263839364,1
-3.2395642547698866,9.230744717780297,0
5.00647708232495,1.0332898976133769,1
2.926744307137224,3.327042058106145,1
-2.4489674131117236,11.477528240683608,0
3.880746174674403,2.1235634704169395,1
-1.3506020440453461,8.19360380984661,0
-2.5439093927579934,7.845608090578789,0
4.3704720017835434,2.690711939736694,1
-4.4279688383517914,8.987772252749105,0
3.105764665492479,3.250846505839241,1
-3.9877196134201776,8.294441919803614,0
3.800156994047325,1.3737770384967098,1
4.7375549347769335,1.2001599000852656,1
4.400930789361691,1.0656060218991341,1
-1.9941499367467022,12.867017618853042,0
-3.317691225945938,8.512529084613785,0
5.321831807523065,1.662902927347276,1
-1.8229374326782368,7.40157025700867,0
-2.6704833347187593,9.41833698501286,0
3.572258406845507,1.8307901989194386,1
-3.7094940301085266,8.679784892357373,0
-2.7326604083786012,9.728286622290414,0
4.10962121785566,1.1802968516783878,1
4.063107505659769,2.728560909766488,1
-2.9945611708818536,9.096160267584644,0
-3.282022837590322,8.777467521458313,0
-2.151410262704467,9.575070654566556,0
5.698303323077689,0.21443019751761772,1
-1.68713746305826,10.911079110852269,0
4.5253389909754835,3.2109859959141938,1
-2.9841429342137062,8.360956895624609,0
-3.6601912004750528,9.389984146543993,0
-2.9013057761849077,7.550771180066203,0
-3.7700815773877956,9.932148075253098,0
3.8108838253060293,1.4129886437437624,1
5.9453576433824304,1.9941735255734911,1
-4.234115455565783,8.45199859895735,0
-1.2422864738661274,8.306616662579541,0
6.2848465497293855,1.7241336443843536,1
5.497538459430121,1.813231153977305,1
3.124687774029549,3.3400439513852564,1
3.9892362671062744,1.486044300176036,1
5.539478711661352,2.2804692048173414,1
-3.038957826819789,9.527553561311677,0
3.602632681901645,1.7828310058571237,1
-1.9941623558440904,9.52807207911053,0
-5.128942727142494,9.836188632573545,0
5.819318956949388,1.5039940318360272,1
-3.348415146275389,8.705073752347108,0
-0.9299848075453587,9.78172085735123,0
-3.2112507169301026,8.686623981600553,0
4.047484911989232,1.1091789142609159,1
4.511961244747335,1.0176292433403062,1
4.981634812005261,3.8493405231566182,1
4.364827139076457,-0.32875148079485284,1
-2.065378194906522,9.788920181627658,0
-3.417221698573961,7.60198242686303,0
-2.9883718608980403,8.828627151534505,0
5.5121994729487795,2.1565116896790837,1
-2.7015585878338726,9.315833470531935,0
-0.62301172184222,9.18886394103016,0
-2.773854456290706,11.73445529478794,0
-0.19453905637924152,7.147020935606573,0
4.1260119188914075,0.9139561620517804,1
5.254045536271526,2.730677393988037,1
-1.6966718006585522,10.370526156769145,0
5.285254785813249,3.341801241473081,1
6.772912210884368,0.021081884418230112,1
3.033432515970529,2.176633319807955,1
6.327020471300666,2.8548094408901825,1
-2.2587047727068734,9.360734337695297,0
5.614998569645852,1.8261123024385935,1
4.390914687749028,2.9447406348950875,1
6.2684943817993934,0.5930682257258406,1
-3.4286218572865534,10.564220533215861,0
-2.2325068237227312,9.841469377234345,0
4.5771997389549295,2.9283120044419704,1
4.531118687771244,2.3748814060396732,1
3.0454511774337343,1.3737946609869591,1
-2.147561598005116,8.369166373593197,0
-2.9811294888421838,10.103236725165688,0
-2.5226948477906843,7.956575199242421,0
3.8216581529946287,4.065556959626193,1
5.803042588383061,1.983402744960319,1
-3.2924509153889874,8.692224611992646,0
5.023944285167409,1.9404749358466389,1
5.465295185216132,2.7866793199413706,1
4.4317565858708265,1.4801687492818991,1
4.627632063381187,1.0759153124549004,1
-2.2516472323299856,8.939840212432154,0
4.050514079283889,2.8227717809617565,1
4.189813364748858,2.5960196162882307,1
4.972192848207693,1.2246831473841784,1
-2.1655793334842888,7.251245972835587,0
-3.393055059253883,9.168011234143849,0
-0.38704142604011693,10.046751388749469,0
-2.581207744633084,10.017819026090345,0
4.71724714387572,1.1118854826124682,1
-1.9383071123595832,10.14985176837892,0
-2.728869510890262,9.371398699710069,0
4.620862628325413,0.9706403193029232,1
4.8639713180385185,1.9857620847225268,1
4.996894322193149,1.2802600886800777,1
2.5724367361882248,1.8840496444279435,1
-1.593795505350676,9.343037237858006,0
-1.883530275287744,8.157128571782039,0
6.272290140159736,0.5430283059800993,1
5.5903026744141515,1.3962660282783288,1
3.883528090943798,0.5509159743430578,1
2.5159831119182945,1.447414662259971,1
-0.7437433827716533,9.419267839159277,0
-2.7545857390556208,8.260549963840832,0
6.142235888324129,2.047264464360507,1
4.715683394421828,1.2960079724286202,1
4.664389010487044,2.471167975186182,1
-3.6155325970587784,7.818079504117651,0
6.163002913497759,2.5120797276253906,1
-3.110904235282147,10.86656431270726,0
-1.5551958595595479,9.66567737950412,0
-3.053580347577933,9.125208717908187,0
-3.746148333930832,7.693829515114045,0
-3.3559913411211553,7.499438903512457,0
5.330022827939214,1.5719492120548957,1
-1.106403312116651,7.612435065406041,0
5.387172441351363,2.583539949374197,1
4.086229530880919,0.7752917913518835,1
-1.031303578311234,8.496015909924674,0
4.5275507865372715,1.752200084407509,1
-2.5450236621627016,10.578929784012328,0
-2.216125149754069,8.299934710171954,0
5.797989709728169,2.7648323779036676,1
4.838938531801571,1.3729528067819374,1
-2.004210344072293,9.880041322368443,0
-4.534340209710358,9.20074044296775,0
-3.7005011202553986,9.670839736832152,0
2.936496396872947,1.9176219850441132,1
6.829681769445774,1.1648713985855805,1
4.688400464172928,1.1422195675296942,1
-2.281737688448621,10.321428882480749,0
-3.9245683651031644,8.593640805432962,0
-2.2951038789225464,7.768547349486333,0
-2.9557125751197715,9.870684922521793,0
5.2639986532802565,2.601515193205012,1
4.532848476273544,0.9379273615213579,1
5.917543732016526,1.3815982951049022,1
4.920870703963134,1.3504701641201382,1
-1.0435488541311961,8.788509827711787,0
-2.300334028047995,7.054616004318546,0
-1.9872560574358524,9.311270801431508,0
-3.8868669910098412,8.0764610882832,0
-2.409546257965109,8.510810474082122,0
-3.571501336778855,9.487878558833502,0
-3.3987120526782735,8.198475843232883,0
5.216435799283868,2.284419838484268,1
5.052810290503726,1.4094451311367573,1
-3.109836312971555,8.722592378405045,0
1.3986114961590288,0.9487820426064422,1
3.191794494730777,0.5657059095641768,1
4.70968092121812,1.5878560870789717,1
4.618977242263953,2.090497067249514,1
-2.267235351486716,7.101005883540523,0
-2.4416694183648264,7.589537941984865,0
4.962597396566191,1.145938740388409,1
6.081152125294217,0.5373075327612926,1
3.6338614547283994,0.7589810711529998,1
-2.978672008987702,9.556846171784287,0
-0.6434231119079936,9.488119049110109,0
-1.4261463798774732,10.068088180233225,0
4.753396181479349,2.6353003584617785,1
-4.028567589006764,8.530052055332071,0
-2.422150554814579,8.715278777732454,0
-2.4174368465172478,7.026717213597429,0
-4.059861054118883,9.08284910300435,0
4.488093741192518,2.5614868904253085,1
-3.5800901211138623,9.496758543441507,0
-2.743350997776086,8.78014917124914,0
-2.2130773459881743,9.275341400378212,0
6.225895652373453,0.735354185113883,1
-3.2245013323127183,9.693883877132997,0
-2.6248459054409907,8.713182432609033,0
3.6541527898925574,2.477216199458576,1
3.674955375647997,2.6592211439391713,1
-1.7707310430573397,9.185654409388292,0
-1.6956804056830803,7.7834218117643665,0
-3.170984087821138,9.866719462994546,0
4.422197633000881,3.071946535927922,1
-4.116680857613978,9.198919986730626,0
4.199834349531118,2.1039102612268232,1
-2.4121200737047097,9.98293111873121,0
3.9214346149756656,1.7597225322288848,1
4.91033566200794,1.9229315744915951,1
-1.4781981005567992,9.94556624731452,0
3.6583701851801504,2.435273158204003,1
4.760174467940001,2.487608517999481,1
-3.4838792932800717,9.801370731940773,0
3.7414641648797433,2.4650888554472377,1
6.091022444023143,2.932440510025939,1
-3.4997339481834384,8.44798839859555,0
5.159225350469273,3.5059085969433097,1
3.9401533282355157,2.187149594674954,1
3.7642605828433444,0.5903699529763959,1
